field,hlb,qpcr
BTMS202601,2,25.469758
BTMS202601,2,21.288577
BTMS202601,2,22.514195
BTMS202601,2,23.265874
BTMS202601,2,33.252956
BTMS202601,2,21.843008
BTMS202601,2,21.955208
BTMS202601,1,23.313601
BTMS202601,2,35.397709
BTMS202601,2,27.147787
BTMS202601,2,22.003185
BTMS202601,1,23.54853
BTMS202601,1,21.74055
BTMS202601,2,23.365415
BTMS202601,2,28.56003
BTMS202601,2,26.252545
BTMS202601,2,27.644855
BTMS202601,2,23.069605
BTMS202601,1,22.508395
BTMS202601,2,23.350665
BTMS202601,2,27.50902
BTMS202601,2,35.21739
BTMS202601,2,31.161115
BTMS202601,2,24.334815
BTMS202601,2,26.248115
BTMS202601,2,22.877285
BTMS202601,1,25.781727
BTMS202601,2,22.888475
BTMS202601,2,23.028296
BTMS202601,1,22.157621
BTMS202601,2,27.097008
BTMS202601,2,23.880204
BTMS202601,1,21.876663
BTMS202601,2,23.485965
BTMS202601,2,21.963247
BTMS202601,1,22.562981
BTMS202601,2,25.666615
BTMS202601,2,25.656001
BTMS202601,2,23.189012
BTMS202601,2,23.992022
BTMS202601,2,31.554439
BTMS202601,2,31.153969
BTMS202601,1,23.608382
BTMS202601,1,20.86308
BTMS202601,2,36.719133
BTMS202601,2,25.678137
BTMS202601,1,21.79581
BTMS202601,2,22.290877
BTMS202601,1,22.549543
BTMS202601,2,22.372423
BTMS202601,2,21.929796
BTMS202601,2,23.134721
BTMS202601,2,22.413753
BTMS202601,1,21.80979
BTMS202601,2,23.055087
BTMS202601,2,22.527898
BTMS202601,2,21.883228
BTMS202601,2,24.974733
BTMS202601,2,25.640324
BTMS202601,2,23.350685
BTMS202601,2,25.474387
BTMS202601,1,24.061499
BTMS202601,2,25.609594
BTMS202601,1,22.910543
BTMS202601,2,22.249212
BTMS202601,2,26.157721
BTMS202601,2,33.299381
BTMS202601,2,23.894573
BTMS202601,2,26.086373
BTMS202601,1,24.060994
BTMS202601,2,32.56509
BTMS202601,1,24.14913
BTMS202601,2,25.971603
BTMS202601,2,24.868622
BTMS202601,2,23.643935
